ts_code,trade_date,pct_chg,market
2330,2022-01-14,10.07462687,0
600072,2022-01-14,9.968847352,60
688767,2022-01-14,13.96016067,68
600807,2022-01-14,10.056926,60
2550,2022-01-14,9.96835443,0
300584,2022-01-14,-1.868613139,30
3042,2022-01-14,9.995217599,0
2870,2022-01-14,4.679802956,0
301060,2022-01-14,2.876984127,30
2432,2022-01-14,9.986704092,0
688711,2022-01-17,0.510500058,68
603197,2022-01-17,-0.127118644,60
300428,2022-01-17,13.37386018,30
603598,2022-01-17,9.972862958,60
688217,2022-01-17,-5.271585171,68
2349,2022-01-17,10.02059025,0
600458,2022-01-17,4.795597484,60
2950,2022-01-17,10.02816901,0
603319,2022-01-17,2.795487984,60
2505,2022-01-17,-6.958762887,0
603297,2022-01-17,10.00161186,60
600718,2022-01-17,1.284521516,60
688068,2022-01-17,-12.8725591,68
2300,2022-01-17,2.06185567,0
2330,2022-01-17,10.05649718,0
2432,2022-01-17,10.00671592,0
2530,2022-01-17,10.0621118,0
2951,2022-01-17,9.993060375,0
953,2022-01-17,10.0,0
605168,2022-01-17,4.105736783,60
2370,2022-01-17,3.11827957,0
2856,2022-01-17,8.421052632,0
603920,2022-01-17,6.410815526,60
2550,2022-01-17,10.07194245,0
605177,2022-01-17,5.159382189,60
2932,2022-01-17,0.0,0
300482,2022-01-17,-12.01009251,30
300254,2022-01-17,5.888429752,30
2895,2022-01-17,5.056840455,0
300260,2022-01-17,-2.388943731,30
300149,2022-01-17,2.757793765,30
1234,2022-01-17,10.00321647,0
688022,2022-01-17,20.0,68
2068,2022-01-17,5.893536122,0
688221,2022-01-17,13.36014298,68
300261,2022-01-17,0.0,30
688606,2022-01-17,-3.59725235,68
3017,2022-01-17,9.997653133,0
605399,2022-01-17,-4.131355932,60
2069,2022-01-17,1.57480315,0
3042,2022-01-17,10.04347826,0
688180,2022-01-17,11.05882353,68
2898,2022-01-17,10.03039514,0
2937,2022-01-17,6.732580038,0
2603,2022-01-17,8.771929825,0
601689,2022-01-17,3.9914469,60
603168,2022-01-17,-3.90070922,60
2166,2022-01-17,-1.257253385,0
688767,2022-01-17,-15.51575313,68
2336,2022-01-17,10.01540832,0
300199,2022-01-17,19.97635934,30
2799,2022-01-17,1.408450704,0
300204,2022-01-17,20.0,30
300942,2022-01-17,-3.049082796,30
300452,2022-01-17,10.09879254,30
600353,2022-01-17,-2.809706258,60
300412,2022-01-17,3.269367448,30
56,2022-01-17,3.841536615,0
300439,2022-01-17,1.288936627,30
2314,2022-01-17,2.486187845,0
600072,2022-01-17,5.66572238,60
2082,2022-01-17,-2.155992391,0
419,2022-01-17,-1.976284585,0
300501,2022-01-17,-7.841800205,30
2101,2022-01-17,10.0,0
601007,2022-01-17,9.923664122,60
688298,2022-01-17,-17.642508,68
600807,2022-01-17,-9.827586207,60
688105,2022-01-17,-3.112440415,68
300268,2022-01-17,-7.296137339,30
300094,2022-01-17,9.38547486,30
300181,2022-01-17,2.735042735,30
2584,2022-01-17,-8.02919708,0
603222,2022-01-17,10.02766252,60
688533,2022-01-17,-2.592288761,68
300182,2022-01-17,19.97146933,30
